Language	Concept	IPA	ASJP	SCA
gra	wind	wʌɖi	wodi	WETI
gki	wind	βɛɖːi	bEdi	BETI
gar	wind	wədi	w3di	WETI
gam	wind	wədi	w3di	WETI
gwa	wind	hawa,wəɖi	hawa, w3di	HAWA, WETI
gch	wind	wəɖi	w3di	WETI
gdh	wind	hawa	hawa	HAWA
goa	wind	waɖi	wadi	WATI
met	wind	waɖia	wadia	WATI
bhm	wind	veɽi	veri	BERI
bhs	wind	veɽi	veri	BERI
bhb	wind	veɽi	veri	BERI
mso	wind	wʌɽi	wori	WERI
mlj	wind	woɽi	wori	WURI
mud	wind	wʌʈi	woti	WETI
rui	daughter	miær,peɖi	miEr, pedi	MIR, PETI
grp	daughter	tudi	tudi	TYTI
ght	daughter	tudi	tudi	TYTI
glb	daughter	tudi	tudi	TYTI
ktg	daughter	peki	peki	PEKI
dog	daughter	pedi	pedi	PETI
mdh	daughter	peɖi	pedi	PETI
mku	daughter	pɛd̆i	pEdi	PETI
gni	daughter	mijar	miyar	MIJAR
lxg	daughter	peɖɡi	pedgi	PETKI
get	daughter	-----	-----	-----
gut	daughter	mod̪ɛ	modE	MUTE
gja	daughter	pori	pori	PURI
gbh	daughter	miˑadu	miadu	MITY
mal	daughter	pila	pila	PILA
mbh	daughter	miˑadi	miadi	MITI
mad	daughter	pekur	pekur	PEKYR
gtd	daughter	mai̯	mai	MA
gba	daughter	miyer	miier	MIR
gkt	daughter	ʈudi	tudi	TYTI
gok	daughter	pɛɡdi	pEgdi	PEKTI
psh	daughter	miar	miar	MIR
pmd	daughter	turi	turi	TYRI
pkh	daughter	miar	miar	MIR
gcj	daughter	miar	miar	MIR
ggg	daughter	tudi	tudi	TYTI
khu	daughter	tudi	tudi	TYTI
bhe	daughter	tudi	tudi	TYTI
prg	daughter	tudi	tudi	TYTI
gka	daughter	ʈuɖi	tudi	TYTI
gse	daughter	ʈudi	tudi	TYTI
gra	daughter	pɛɾɡi	pErgi	PERKI
gki	daughter	peɖi	pedi	PETI
gar	daughter	tudi	tudi	TYTI
gam	daughter	tudi	tudi	TYTI
gwa	daughter	tudi	tudi	TYTI
gch	daughter	tudi	tudi	TYTI
gdh	daughter	tudi	tudi	TYTI
goa	daughter	mijɛɾ,pɛɡɾi	miyEr, pEgri	MIJER, PEKRI
met	daughter	mʌi̯jaɖi	moiyadi	MEJATI
bhm	daughter	mejaɽ	meyar	MEJAR
bhs	daughter	mejaɽ	meyar	MEJAR
bhb	daughter	mejaɽ	meyar	MEJAR
mso	daughter	noni	noni	NUNI
mlj	daughter	nuni	nuni	NYNI
mud	daughter	miaɽ	miar	MIR
rui	burn	wart̪orborsa	wartorborsa	WARTURPURSA
grp	burn	wor(kis)maʃtor	workismaStor	WURKISMASTUR
ght	burn	horkʌrustʌr	horkorustor	HURKERYSTER
glb	burn	workordatur	workordatur	WURKURTATYR
ktg	burn	potitur	potitur	PUTITYR
dog	burn	boɾstoɾ,boɾsa	borstor, borsa	PURSTUR, PURSA
mdh	burn	paitekitur,pai̯ʈekem	paitekitur, paitekem	PATEKITYR, PATEKEM
mku	burn	poi̯tekitur,poi̯tekim	poitekitur, poitekim	PUTEKITYR, PUTEKIM
gni	burn	wɛrt̪ʌr,βɛːnt̪a	wErtor, bEnta	WERTER, BENTA
lxg	burn	impkd̪ːuvet̪ːʌ,boɖsʌ	impkduveto, bodso	IMPKTYBETE, PUTSE
get	burn	potita,(nirvoʔ)	potita, nirvo7	PUTITA, NIRBUH
gut	burn	βɛːnt̪ʌ	bEnto	BENTE
gja	burn	karusekemanta,borsiwata	karusekemanta, borsiwata	KARYSEKEMANTA, PURSIWATA
gbh	burn	bʰodtʃu(du)	bh~odtSudu	PUTTSYTY
mal	burn	kʌrʌvisata,kʌrvta	korovisata, korvta	KEREBISATA, KERBTA
mbh	burn	u̯ai(madi)	uaimadi	YMATI
mad	burn	kʌrʌvisihʌtʌ,kiskim	korovisihoto, kiskim	KEREBISIHETE, KISKIM
gtd	burn	olkarusematol,parsihan	olkarusematol, parsihan	ULKARYSEMATUL, PARSIHAN
gba	burn	veta,borəsa	veta, bor3sa	BETA, PURESA
gkt	burn	kalvsmat̪a,kalusina	kalvsmata, kalusina	KALBSMATA, KALYSINA
gok	burn	pai̯tur	paitur	PATYR
psh	burn	workarusimmator,kʌrusu	workarusimmator, korusu	WURKARYSIMATUR, KERYSY
pmd	burn	kʌrusitol,kʌrasun	korusitol, korasun	KERYSITUL, KERASYN
pkh	burn	kʌrusimatoɭ	korusimatoL	KERYSIMATUL
gcj	burn	kʌrusim	korusim	KERYSIM
ggg	burn	kispatuŋ,masa	kispatuN, masa	KISPATYN, MASA
khu	burn	mastur,maʃi	mastur, maSi	MASTYR, MASI
bhe	burn	(kaɖusit)natur,masa	kadusitnatur, masa	KATYSITNATYR, MASA
prg	burn	koɖusət,pətitə	kodus3t, p3tit3	KUTYSET, PETITE
gka	burn	kaɭut,kaɭusim	kaLut, kaLusim	KALYT, KALYSIM
gse	burn	hoɾdusitur,kaluʃitu	hordusitur, kaluSitu	HURTYSITYR, KALYSITY
gra	burn	βɛtoɾ,lʌmbet̪isodie	bEtor, lombetisodie	BETUR, LEMPETISUTI
gki	burn	wintuŋ,worsa	wintuN, worsa	WINTYN, WURSA
gar	burn	kalusimatur,kalatur	kalusimatur, kalatur	KALYSIMATYR, KALATYR
gam	burn	kaɭutʃimatur,karawa	kaLutSimatur, karawa	KALYTSIMATYR, KARAWA
gwa	burn	kalusital,waiʃen,kaluseʌ	kalusital, waiSen, kaluseo	KALYSITAL, WASEN, KALYSE
gch	burn	-----	-----	-----
gdh	burn	kaɖusətul,masemsən	kadus3tul, masems3n	KATYSETYL, MASEMSEN
goa	burn	βɛntu	bEntu	BENTY
met	burn	kʌruʃt̪a,maʃiʃt̪a	koruSta, maSiSta	KERYSTA, MASISTA
bhm	burn	kʌʃʌʈʌ	koSoto	KESETE
bhs	burn	niːɛt̪a	niEta	NITA
bhb	burn	pot̪a	pota	PUTA
mso	burn	pʌt̪t̪oy	pottoi	PETU
mlj	burn	paja	paya	PAJA
mud	burn	pot̪t̪ana	pottana	PUTANA
rui	root	s̪ir	sir	SIR
grp	root	dʒʌdi	dZodi	TSETI
ght	root	dʒʌrde	dZorde	TSERTE
glb	root	mura(ŋɡ)	muraNg	MYRANK
ktg	root	dʒʌri	dZori	TSERI
dog	root	ʃɛru(k)	SEruk	SERYK
mdh	root	hɪrk	hirk	HIRK
mku	root	hir	hir	HIR
gni	root	siːɽ	sir	SIR
lxg	root	siːr	sir	SIR
get	root	hiru	hiru	HIRY
gut	root	seːr	ser	SER
gja	root	mura	mura	MYRA
gbh	root	ir	ir	IR
mal	root	mʌda	moda	META
mbh	root	iɾku	irku	IRKY
mad	root	maɖa	mada	MATA
gtd	root	dʒəra	dZ3ra	TSERA
gba	root	hiru	hiru	HIRY
gkt	root	dʒəda	dZ3da	TSETA
gok	root	hir	hir	HIR
psh	root	dʒərk	dZ3rk	TSERK
pmd	root	dʒarai̯	dZarai	TSARA
pkh	root	dʒərk	dZ3rk	TSERK
gcj	root	dzor	dzor	TSUR
ggg	root	dʒədiŋ	dZ3diN	TSETIN
khu	root	ʒədi	Z3di	SETI
bhe	root	dʒədey	dZ3dei	TSETE
prg	root	sir	sir	SIR
gka	root	muri	muri	MYRI
gse	root	muɾi	muri	MYRI
gra	root	sɪʃ	siS	SIS
gki	root	sir	sir	SIR
gar	root	muɖiŋ	mudiN	MYTIN
gam	root	muɖiŋ	mudiN	MYTIN
gwa	root	sil	sil	SIL
gch	root	sir	sir	SIR
gdh	root	dʒaɖ	dZad	TSAT
goa	root	hikːu	hiku	HIKY
met	root	hirku	hirku	HIRKY
bhm	root	mʌɖʌ	modo	METE
bhs	root	mʌɖʌ	modo	METE
bhb	root	mʌɖa	moda	META
mso	root	ir	ir	IR
mlj	root	hiɽ	hir	HIR
mud	root	hiɾ	hir	HIR
rui	tree	məra	m3ra	MERA
grp	tree	mʌra	mora	MERA
ght	tree	mʌra	mora	MERA
glb	tree	mʌɖa	moda	META
ktg	tree	məra	m3ra	MERA
dog	tree	mara	mara	MARA
mdh	tree	mʌra	mora	MERA
mku	tree	murʌ	muro	MYRE
gni	tree	mʌrʌ	moro	MERE
lxg	tree	mʌrːʌ	moro	MERE
get	tree	mara	mara	MARA
gut	tree	mʌrʌ	moro	MERE
gja	tree	mara	mara	MARA
gbh	tree	mara	mara	MARA
mal	tree	mura	mura	MYRA
mbh	tree	maɾˑnu	marnu	MARNY
mad	tree	mara	mara	MARA
gtd	tree	mara	mara	MARA
gba	tree	mara	mara	MARA
gkt	tree	mara	mara	MARA
gok	tree	mʌra	mora	MERA
psh	tree	mʌda	moda	META
pmd	tree	mʌra	mora	MERA
pkh	tree	mʌda	moda	META
gcj	tree	mara	mara	MARA
ggg	tree	maɖa	mada	MATA
khu	tree	maɖa	mada	MATA
bhe	tree	mara	mara	MARA
prg	tree	maɖa	mada	MATA
gka	tree	maɖa	mada	MATA
gse	tree	maɖa	mada	MATA
gra	tree	maraː	mara	MARA
gki	tree	məra	m3ra	MERA
gar	tree	maɖa	mada	MATA
gam	tree	maɖa	mada	MATA
gwa	tree	maɖa	mada	MATA
gch	tree	maɖa	mada	MATA
gdh	tree	maɖa	mada	MATA
goa	tree	marə	mar3	MARE
met	tree	marʌ	maro	MARE
bhm	tree	maɽam	maram	MARAM
bhs	tree	maɽam	maram	MARAM
bhb	tree	maɽam	maram	MARAM
mso	tree	mʌɾa	mora	MERA
mlj	tree	mʌɽa	mora	MERA
mud	tree	mʌɾa	mora	MERA
rui	tongue	wəndʒeɾ	w3ndZer	WENTSER
grp	tongue	wandʒɛr	wandZEr	WANTSER
ght	tongue	wandʒir	wandZir	WANTSIR
glb	tongue	wʌndʒər	wondZ3r	WENTSER
ktg	tongue	dʒiv	dZiv	TSIB
dog	tongue	vɛndʒeɾ	vEndZer	BENTSER
mdh	tongue	wʌndʒɛr	wondZEr	WENTSER
mku	tongue	wʌndʒɛɾ	wondZEr	WENTSER
gni	tongue	βɛndʒɛr	bEndZEr	BENTSER
lxg	tongue	wendʒɛˑɽ	wendZEr	WENTSER
get	tongue	wʌndʒɛr	wondZEr	WENTSER
gut	tongue	βɛndʒər	bEndZ3r	BENTSER
gja	tongue	wʌndʒɛr	wondZEr	WENTSER
gbh	tongue	nalke	nalke	NALKE
mal	tongue	wɛndʒɛri	wEndZEri	WENTSERI
mbh	tongue	nalka	nalka	NALKA
mad	tongue	vəndʒəɾ	v3ndZ3r	BENTSER
gtd	tongue	wəndʒera	w3ndZera	WENTSERA
gba	tongue	wəndʒɛɾ	w3ndZEr	WENTSER
gkt	tongue	wəndʒɛr	w3ndZEr	WENTSER
gok	tongue	wʌndʒɛr	wondZEr	WENTSER
psh	tongue	wəndʒər	w3ndZ3r	WENTSER
pmd	tongue	wandʒə	wandZ3	WANTSE
pkh	tongue	wʌndʒər	wondZ3r	WENTSER
gcj	tongue	wandʒər	wandZ3r	WANTSER
ggg	tongue	wəndʒəɾ	w3ndZ3r	WENTSER
khu	tongue	wəndʒəɾ	w3ndZ3r	WENTSER
bhe	tongue	wəndʒəɾ	w3ndZ3r	WENTSER
prg	tongue	wəndʒaɾ	w3ndZar	WENTSAR
gka	tongue	wandʒeɾa	wandZera	WANTSERA
gse	tongue	wʌndʒeɾ	wondZer	WENTSER
gra	tongue	vɛndʒʌɾ	vEndZor	BENTSER
gki	tongue	wəndʒeɾ	w3ndZer	WENTSER
gar	tongue	wəndʒəɾ	w3ndZ3r	WENTSER
gam	tongue	wəndʒəɾ	w3ndZ3r	WENTSER
gwa	tongue	wəndʒəɾ	w3ndZ3r	WENTSER
gch	tongue	wəndʒəɾ	w3ndZ3r	WENTSER
gdh	tongue	wəndʒəɾ	w3ndZ3r	WENTSER
goa	tongue	naɭke	naLke	NALKE
met	tongue	vɛndʒeɾ	vEndZer	BENTSER
bhm	tongue	veɲdʒeːɾ	ve5dZer	BENTSER
bhs	tongue	veɲdʒeːɾ	ve5dZer	BENTSER
bhb	tongue	veɲdʒʌɾ	ve5dZor	BENTSER
mso	tongue	wɛndʒʌɾ	wEndZor	WENTSER
mlj	tongue	wondʒeɾ	wondZer	WUNTSER
mud	tongue	wɛndʒɛɾ	wEndZEr	WENTSER
rui	spider	kat̪i	kati	KATI
grp	spider	ɡopala	gopala	KUPALA
ght	spider	ɡoparial	goparial	KUPARIL
glb	spider	ɡopara	gopara	KUPARA
ktg	spider	mɛkra	mEkra	MEKRA
dog	spider	ɡopɛɾa	gopEra	KUPERA
mdh	spider	kural	kural	KYRAL
mku	spider	kural	kural	KYRAL
gni	spider	ɡopɛɽa	gopEra	KUPERA
lxg	spider	ɡoperʌ	gopero	KUPERE
get	spider	bʌli	boli	PELI
gut	spider	kuduɾdokːɛ	kudurdokE	KYTYRTUKE
gja	spider	bʌli	boli	PELI
gbh	spider	bʰalˑi	bh~ali	PALI
mal	spider	kopan	kopan	KUPAN
mbh	spider	kopˑanbaɡa	kopanbaga	KUPANPAKA
mad	spider	-----	-----	-----
gtd	spider	-----	-----	-----
gba	spider	bʌli	boli	PELI
gkt	spider	ɡopɛral	gopEral	KUPERAL
gok	spider	mʌɡʌra	mogora	MEKERA
psh	spider	məkra	m3kra	MEKRA
pmd	spider	muɡara	mugara	MYKARA
pkh	spider	məkra	m3kra	MEKRA
gcj	spider	mʌkri	mokri	MEKRI
ggg	spider	ɡopeɖa	gopeda	KUPETA
khu	spider	ɡopeɖal	gopedal	KUPETAL
bhe	spider	ɡoperal	goperal	KUPERAL
prg	spider	ɡopedal	gopedal	KUPETAL
gka	spider	-----	-----	-----
gse	spider	kaʈin	katin	KATIN
gra	spider	ɡopɛɾʌ	gopEro	KUPERE
gki	spider	ɡopɛɾa	gopEra	KUPERA
gar	spider	kati	kati	KATI
gam	spider	kati	kati	KATI
gwa	spider	ɡoperal	goperal	KUPERAL
gch	spider	ɡopəɖa	gop3da	KUPETA
gdh	spider	ɡopeɖal	gopedal	KUPETAL
goa	spider	bʰali	bh~ali	PALI
met	spider	kuɖabahʌ	kudabaho	KYTAPAHE
bhm	spider	balo	balo	PALU
bhs	spider	balo	balo	PALU
bhb	spider	balo	balo	PALU
mso	spider	-----	-----	-----
mlj	spider	ɡãɖo	gado	KATU
mud	spider	mud̪ial	mudial	MYTIL
rui	mosquito	nulɛ̃	nulE	NYLE
grp	mosquito	nulɛŋ	nulEN	NYLEN
ght	mosquito	nuleŋ	nuleN	NYLEN
glb	mosquito	nule	nule	NYLE
ktg	mosquito	bhusali	bhusali	PHYSALI
dog	mosquito	nulẽŋ	nuleN	NYLEN
mdh	mosquito	nusɛme	nusEme	NYSEME
mku	mosquito	nusme,nuleŋ	nusme, nuleN	NYSME, NYLEN
gni	mosquito	nuːle	nule	NYLE
lxg	mosquito	nulːɛ	nulE	NYLE
get	mosquito	nule	nule	NYLE
gut	mosquito	d̪oima	doima	TUMA
gja	mosquito	nule,nusmeŋk	nule, nusmeNk	NYLE, NYSMENK
gbh	mosquito	t̪loma	tloma	TLUMA
mal	mosquito	nule	nule	NYLE
mbh	mosquito	nulˑe	nule	NYLE
mad	mosquito	matʃa	matSa	MATSA
gtd	mosquito	dadʒ	dadZ	TATS
gba	mosquito	nule	nule	NYLE
gkt	mosquito	dadʒ	dadZ	TATS
gok	mosquito	bʌrsondi	borsondi	PERSUNTI
psh	mosquito	muŋsa	muNsa	MYNSA
pmd	mosquito	nuŋsi	nuNsi	NYNSI
pkh	mosquito	muŋsa	muNsa	MYNSA
gcj	mosquito	nule	nule	NYLE
ggg	mosquito	nulɛŋ	nulEN	NYLEN
khu	mosquito	nule	nule	NYLE
bhe	mosquito	lulle	lulle	LYLE
prg	mosquito	nule	nule	NYLE
gka	mosquito	nul̆e	nule	NYLE
gse	mosquito	nulɛŋ	nulEN	NYLEN
gra	mosquito	nulẽʔ	nule7	NYLEH
gki	mosquito	nuleŋ	nuleN	NYLEN
gar	mosquito	nuliŋ	nuliN	NYLIN
gam	mosquito	muliŋ	muliN	MYLIN
gwa	mosquito	nule	nule	NYLE
gch	mosquito	nule	nule	NYLE
gdh	mosquito	nulle	nulle	NYLE
goa	mosquito	nule	nule	NYLE
met	mosquito	bʰusiŋ	bh~usiN	PYSIN
bhm	mosquito	nulːe	nule	NYLE
bhs	mosquito	nulːe	nule	NYLE
bhb	mosquito	nulːe	nule	NYLE
mso	mosquito	nusme	nusme	NYSME
mlj	mosquito	wisi	wisi	WISI
mud	mosquito	buɾsunɖi	bursundi	PYRSYNTI
rui	nine	nəo	n3o	NE
grp	nine	nau̯	nau	NA
ght	nine	no	no	NU
glb	nine	no	no	NU
ktg	nine	nao̯	nao	NA
dog	nine	nau	nau	NA
mdh	nine	no	no	NU
mku	nine	no	no	NU
gni	nine	noo̯βu	noobu	NUBY
lxg	nine	nuwːu	nuwu	NYWY
get	nine	tomadi	tomadi	TUMATI
gut	nine	nawu	nawu	NAWY
gja	nine	nau	nau	NA
gbh	nine	t̪omˑid̪i	tomidi	TUMITI
mal	nine	no	no	NU
mbh	nine	t̪omˑidi	tomidi	TUMITI
mad	nine	nau	nau	NA
gtd	nine	nau	nau	NA
gba	nine	nou	nou	NU
gkt	nine	nau	nau	NA
gok	nine	no	no	NU
psh	nine	nau	nau	NA
pmd	nine	nau	nau	NA
pkh	nine	no	no	NU
gcj	nine	nau	nau	NA
ggg	nine	nau	nau	NA
khu	nine	nau	nau	NA
bhe	nine	nau	nau	NA
prg	nine	nau	nau	NA
gka	nine	nou̯	nou	NU
gse	nine	nau	nau	NA
gra	nine	nau	nau	NA
gki	nine	nau	nau	NA
gar	nine	nau	nau	NA
gam	nine	nau	nau	NA
gwa	nine	unmal	unmal	YNMAL
gch	nine	nau	nau	NA
gdh	nine	nau	nau	NA
goa	nine	tʌmid̪	tomid	TEMIT
met	nine	naʃu	naSu	NASY
bhm	nine	nʌu	nou	NE
bhs	nine	nau	nau	NA
bhb	nine	nau	nau	NA
mso	nine	nau̯	nau	NA
mlj	nine	nʌo̯	noo	NE
mud	nine	nau̯	nau	NA
rui	elbow	ʈoŋra	toNra	TUNRA
grp	elbow	ɡutna	gutna	KYTNA
ght	elbow	qowŋɡa,ɡutna	qowNga, gutna	KUWNKA, KYTNA
glb	elbow	ɡutna	gutna	KYTNA
ktg	elbow	toŋɡi	toNgi	TUNKI
dog	elbow	toŋɡi	toNgi	TUNKI
mdh	elbow	kundʌmkai	kundomkai	KYNTEMKA
mku	elbow	moɾi	mori	MURI
gni	elbow	ʈoŋi	toNi	TUNI
lxg	elbow	ʈoŋi	toNi	TUNI
get	elbow	toŋɡa	toNga	TUNKA
gut	elbow	ʈoŋɡi	toNgi	TUNKI
gja	elbow	kundakei	kundakei	KYNTAKE
gbh	elbow	kundakai	kundakai	KYNTAKA
mal	elbow	kunaŋɡai̯yu	kunaNgaiiu	KYNANKA
mbh	elbow	kunamkai	kunamkai	KYNAMKA
mad	elbow	kunˑaɡai	kunagai	KYNAKA
gtd	elbow	tahoni	tahoni	TAHUNI
gba	elbow	kundankei̯yu	kundankeiiu	KYNTANKE
gkt	elbow	tuni	tuni	TYNI
gok	elbow	-----	-----	-----
psh	elbow	tohoni	tohoni	TUHUNI
pmd	elbow	tohoni	tohoni	TUHUNI
pkh	elbow	tohoni	tohoni	TUHUNI
gcj	elbow	tihini	tihini	TIHINI
ggg	elbow	ɡutmoŋ	gutmoN	KYTMUN
khu	elbow	tɛhɛnɛ	tEhEnE	TEHENE
bhe	elbow	kʰohuŋɡi	kh~ohuNgi	KUHYNKI
prg	elbow	toni	toni	TUNI
gka	elbow	dopur	dopur	TUPYR
gse	elbow	d̪opul	dopul	TUPYL
gra	elbow	t̪oŋɡi	toNgi	TUNKI
gki	elbow	toŋɡi	toNgi	TUNKI
gar	elbow	munda	munda	MYNTA
gam	elbow	kopaɾa	kopara	KUPARA
gwa	elbow	ɡutna	gutna	KYTNA
gch	elbow	toni	toni	TUNI
gdh	elbow	tohoni	tohoni	TUHUNI
goa	elbow	kunɖa	kunda	KYNTA
met	elbow	kunˑa	kuna	KYNA
bhm	elbow	kunukʌj	kunukoy	KYNYKEJ
bhs	elbow	kunuːnkʌj	kununkoy	KYNYNKEJ
bhb	elbow	kunankʌj	kunankoy	KYNANKEJ
mso	elbow	kohni	kohni	KUHNI
mlj	elbow	kohoni	kohoni	KUHUNI
mud	elbow	-----	-----	-----
rui	new	puna	puna	PYNA
grp	new	punal	punal	PYNAL
ght	new	nowo	nowo	NUWU
glb	new	punal	punal	PYNAL
ktg	new	punal	punal	PYNAL
dog	new	punːa	puna	PYNA
mdh	new	punal	punal	PYNAL
mku	new	punal	punal	PYNAL
gni	new	puːna	puna	PYNA
lxg	new	puːnʌ	puno	PYNE
get	new	punal	punal	PYNAL
gut	new	puːnaʔ	puna7	PYNAH
gja	new	puna	puna	PYNA
gbh	new	poˑna	pona	PUNA
mal	new	puna	puna	PYNA
mbh	new	puna	puna	PYNA
mad	new	punˑa	puna	PYNA
gtd	new	nai̯o	naio	NA
gba	new	puna	puna	PYNA
gkt	new	nai̯o	naio	NA
gok	new	punal	punal	PYNAL
psh	new	punal	punal	PYNAL
pmd	new	punal	punal	PYNAL
pkh	new	punal	punal	PYNAL
gcj	new	punal	punal	PYNAL
ggg	new	punal	punal	PYNAL
khu	new	pʰunəl	ph~un3l	PYNEL
bhe	new	punnal	punnal	PYNAL
prg	new	notui	notui	NUTY
gka	new	punal̆	punal	PYNAL
gse	new	punaɭ	punaL	PYNAL
gra	new	punaʔ	puna7	PYNAH
gki	new	puna	puna	PYNA
gar	new	punnal	punnal	PYNAL
gam	new	pʰunnal	ph~unnal	PYNAL
gwa	new	punnal,nai̯w	punnal, naiw	PYNAL, NAW
gch	new	nawo	nawo	NAWU
gdh	new	naiyo	naiio	NA
goa	new	puna	puna	PYNA
met	new	punːa	puna	PYNA
bhm	new	puːnʌ	puno	PYNE
bhs	new	puːnʌ	puno	PYNE
bhb	new	puːna	puna	PYNA
mso	new	puno	puno	PYNU
mlj	new	puna	puna	PYNA
mud	new	puhna	puhna	PYHNA
rui	he	wor	wor	WUR
grp	he	wor	wor	WUR
ght	he	hor	hor	HUR
glb	he	wor	wor	WUR
ktg	he	wor	wor	WUR
dog	he	wor	wor	WUR
mdh	he	ork	ork	URK
mku	he	wor	wor	WUR
gni	he	voːru	voru	BURY
lxg	he	oːru	oru	URY
get	he	woru	woru	WURY
gut	he	voːɾu	voru	BURY
gja	he	or	or	UR
gbh	he	oɾu	oru	URY
mal	he	wor	wor	WUR
mbh	he	veɣʰo	vexh~o	BEGU
mad	he	woʰu	woh~u	WU
gtd	he	olʌ	olo	ULE
gba	he	or	or	UR
gkt	he	vol(watul)	volwatul	BULWATYL
gok	he	wor	wor	WUR
psh	he	wor	wor	WUR
pmd	he	hor	hor	HUR
pkh	he	hor	hor	HUR
gcj	he	hor	hor	HUR
ggg	he	or	or	UR
khu	he	or	or	UR
bhe	he	or	or	UR
prg	he	ol	ol	UL
gka	he	hor	hor	HUR
gse	he	hor	hor	HUR
gra	he	voɾ	vor	BUR
gki	he	wor	wor	WUR
gar	he	or	or	UR
gam	he	(h)or	hor	HUR
gwa	he	ol	ol	UL
gch	he	-----	-----	-----
gdh	he	or	or	UR
goa	he	hor	hor	HUR
met	he	wohu	wohu	WUHY
bhm	he	voːɾ	vor	BUR
bhs	he	voːɳd	vond	BUNT
bhb	he	wor	wor	WUR
mso	he	woɾ	wor	WUR
mlj	he	oɽ	or	UR
mud	he	woɾ	wor	WUR
rui	needle	swi	swi	SWI
grp	needle	swi	swi	SWI
ght	needle	swi	swi	SWI
glb	needle	swi	swi	SWI
ktg	needle	sudʒi	sudZi	SYTSI
dog	needle	sui	sui	SY
mdh	needle	swi	swi	SWI
mku	needle	swi	swi	SWI
gni	needle	sui̯u	suiu	SY
lxg	needle	sui̯	sui	SY
get	needle	sud̪i	sudi	SYTI
gut	needle	sou̯i	soui	SU
gja	needle	sud̪i	sudi	SYTI
gbh	needle	sud̪i	sudi	SYTI
mal	needle	udʒi	udZi	YTSI
mbh	needle	sudi	sudi	SYTI
mad	needle	udʒi	udZi	YTSI
gtd	needle	swi	swi	SWI
gba	needle	sudi	sudi	SYTI
gkt	needle	sudʒi	sudZi	SYTSI
gok	needle	hudʒi	hudZi	HYTSI
psh	needle	sudʒi	sudZi	SYTSI
pmd	needle	swi	swi	SWI
pkh	needle	sudʒi	sudZi	SYTSI
gcj	needle	swi	swi	SWI
ggg	needle	sudʒi	sudZi	SYTSI
khu	needle	sudʒi	sudZi	SYTSI
bhe	needle	sudʒi	sudZi	SYTSI
prg	needle	sudʒi	sudZi	SYTSI
gka	needle	sui	sui	SY
gse	needle	sui	sui	SY
gra	needle	sui	sui	SY
gki	needle	swi	swi	SWI
gar	needle	sui	sui	SY
gam	needle	sui	sui	SY
gwa	needle	sui	sui	SY
gch	needle	sui	sui	SY
gdh	needle	sui	sui	SY
goa	needle	sud̪i	sudi	SYTI
met	needle	sui	sui	SY
bhm	needle	suːji	suyi	SYJI
bhs	needle	suːji	suyi	SYJI
bhb	needle	suːj	suy	SYJ
mso	needle	udʒ	udZ	YTS
mlj	needle	sudʒi	sudZi	SYTSI
mud	needle	hudʒi	hudZi	HYTSI
rui	tail	ʃeput	Seput	SEPYT
grp	tail	puʃti	puSti	PYSTI
ght	tail	uʃti	uSti	YSTI
glb	tail	puʃta	puSta	PYSTA
ktg	tail	tokʌr	tokor	TUKER
dog	tail	puʃt̪a	puSta	PYSTA
mdh	tail	toka	toka	TUKA
mku	tail	toka	toka	TUKA
gni	tail	t̪oːkur	tokur	TUKYR
lxg	tail	t̪okor	tokor	TUKUR
get	tail	toka	toka	TUKA
gut	tail	toːkr	tokr	TUKR
gja	tail	tokər	tok3r	TUKER
gbh	tail	t̪okˑa	toka	TUKA
mal	tail	toka	toka	TUKA
mbh	tail	t̪eke	teke	TEKE
mad	tail	ʈoka	toka	TUKA
gtd	tail	puntʃe	puntSe	PYNTSE
gba	tail	toka	toka	TUKA
gkt	tail	tokar	tokar	TUKAR
gok	tail	tokɛr	tokEr	TUKER
psh	tail	kõwtʃi	kowtSi	KUWTSI
pmd	tail	putʃi	putSi	PYTSI
pkh	tail	putʃi	putSi	PYTSI
gcj	tail	putʃi	putSi	PYTSI
ggg	tail	puntʃi	puntSi	PYNTSI
khu	tail	putʃur	putSur	PYTSYR
bhe	tail	pũdʒ	pudZ	PYTS
prg	tail	pudʒ	pudZ	PYTS
gka	tail	puʃʈa	puSta	PYSTA
gse	tail	puʃʈa	puSta	PYSTA
gra	tail	ʈokʌɾ	tokor	TUKER
gki	tail	ʃepuʈe	Sepute	SEPYTE
gar	tail	puʃta	puSta	PYSTA
gam	tail	puʃta	puSta	PYSTA
gwa	tail	tokar	tokar	TUKAR
gch	tail	tokar	tokar	TUKAR
gdh	tail	tokar	tokar	TUKAR
goa	tail	ʈoka	toka	TUKA
met	tail	ʈoka	toka	TUKA
bhm	tail	t̪oːka	toka	TUKA
bhs	tail	t̪oːka	toka	TUKA
bhb	tail	t̪oːka	toka	TUKA
mso	tail	t̪okã	toka	TUKA
mlj	tail	t̪okeɾ	toker	TUKER
mud	tail	t̪okaɾ	tokar	TUKAR
rui	path	səri	s3ri	SERI
grp	path	sʌri	sori	SERI
ght	path	səri	s3ri	SERI
glb	path	sʌri	sori	SERI
ktg	path	həri	h3ri	HERI
dog	path	sʌri	sori	SERI
mdh	path	hʌre	hore	HERE
mku	path	hʌɾi	hori	HERI
gni	path	sʌri	sori	SERI
lxg	path	sʌrɪ	sori	SERI
get	path	hʌri	hori	HERI
gut	path	səri	s3ri	SERI
gja	path	hʌri	hori	HERI
gbh	path	hʌɾ	hor	HER
